CHORD_ROOT,CHORD_TYPE,FINGER_POSITIONS,CHORD_STRUCTURE,DIFFICULTY
Bb,7(b9),"x,2,3,1,4,x",1;3;5;b7;b9,advanced
Bb,m9,"3,1,4,2,x,x",1;b3;5;b7;9,advanced
Bb,m9,"1,3,1,1,1,4",1;b3;5;b7;9,advanced
Bb,m9,"x,2,1,3,4,x",1;b3;5;b7;9,advanced
Bb,m9,"x,x,2,4,1,3",1;b3;5;b7;9,advanced
Bb,m9,"1,x,1,1,1,4",1;b3;5;b7;9,advanced
Bb,13(b9),"x,x,1,2,4,3",1;3;5;b7;b9;11;13,advanced
Bb,sus4,"x,1,2,3,4,1",1;4;5,intermediate
Bb,sus4,"x,x,1,1,2,4",1;4;5,intermediate
Bb,sus4,"1,1,3,4,1,1",1;4;5,intermediate
Bb,sus4,"x,1,3,3,4,x",1;4;5,intermediate
Bb,6-Sep,"x,1,0,0,2,3",1;3;5;6;9,advanced
Bb,6-Sep,"2,1,1,1,3,4",1;3;5;6;9,advanced
Bb,6-Sep,"x,x,2,1,3,4",1;3;5;6;9,advanced
Bb,6-Sep,"2,x,1,1,3,x",1;3;5;6;9,advanced
Cb,7,"1,x,2,3,x,x",1;3;5;b7,beginner
Db,13,"x,2,1,3,3,4",1;3;5;b7;9;11;13,advanced
Db,13,"3,x,4,2,1,1",1;3;5;b7;9;11;13,advanced
Db,13,"1,x,1,2,3,4",1;3;5;b7;9;11;13,advanced
Db,13,"x,x,1,2,3,1",1;3;5;b7;9;11;13,advanced
Db,13,"1,x,2,3,4,x",1;3;5;b7;9;11;13,advanced
Db,7(#9),"x,2,1,3,4,x",1;3;5;b7;#9,advanced
Db,7(#9),"2,1,3,3,3,x",1;3;5;b7;#9,advanced
Db,7(#9),"1,3,1,2,1,4",1;3;5;b7;#9,advanced
Db,7(#9),"1,3,1,2,4,4",1;3;5;b7;#9,advanced
Db,7(#9),"1,x,2,3,4,4",1;3;5;b7;#9,advanced
Db,7(#9),"x,x,2,1,3,4",1;3;5;b7;#9,advanced
Db,9,"x,2,1,3,4,x",1;3;5;b7;9,advanced
Db,9,"x,1,3,2,4,x",1;3;5;b7;9,advanced
Db,9,"x,x,2,1,3,4",1;3;5;b7;9,advanced
Db,9,"x,2,1,3,3,3",1;3;5;b7;9,advanced
Db,9,"2,x,1,3,3,3",1;3;5;b7;9,advanced
Db,9,"x,1,2,1,3,4",1;3;5;b7;9,advanced
Db,9,"x,x,x,3,1,2",1;3;5;b7;9,intermediate
Db,9,"1,x,2,3,x,4",1;3;5;b7;9,advanced
Db,9,"x,x,1,2,1,4",1;3;5;b7;9,advanced
Db,9b5,"1,2,1,3,4,1",1;3;b5;b7;9,advanced
Db,9b5,"2,1,3,1,1,4",1;3;b5;b7;9,advanced
Db,9b5,"x,x,1,2,3,1",1;3;b5;b7;9,advanced
Db,maj13,"1,x,2,3,4,x",1;3;5;7;9;11;13,advanced
Db,7,"x,3,2,4,1,x",1;3;5;b7,intermediate
Db,7,"x,1,3,1,4,1",1;3;5;b7,intermediate
Db,7,"1,3,1,2,4,1",1;3;5;b7,intermediate
Db,7,"1,x,2,4,3,x",1;3;5;b7,intermediate
Db,7,"x,2,1,3,x,x",1;3;5;b7,beginner
Db,7,"1,x,2,3,x,x",1;3;5;b7,beginner
Db,7,"x,1,3,x,2,x",1;3;5;b7,beginner
Db,7,"x,x,3,2,4,1",1;3;5;b7,intermediate
Db,7,"x,x,1,2,1,1",1;3;5;b7,intermediate
Db,7,"x,x,1,3,2,4",1;3;5;b7,intermediate
Db,7,"x,x,2,3,1,4",1;3;5;b7,intermediate
Db,7,"x,x,1,1,1,3",1;3;5;b7,intermediate
Db,dim7,"2,4,1,3,x,x",1;b3;b5;bb7,advanced
Db,dim7,"x,2,3,1,4,x",1;b3;b5;bb7,advanced
Db,dim7,"x,x,1,3,2,4",1;b3;b5;bb7,advanced
Db,dim7,"3,x,1,4,2,x",1;b3;b5;bb7,advanced
Db,aug,"x,3,2,1,1,x",1;3;#5,advanced
Db,aug,"4,3,2,1,x,x",1;3;#5,advanced
Db,aug,"x,x,4,2,3,1",1;3;#5,advanced
Db,maj,"x,4,3,1,2,1",1;3;5,intermediate
Db,maj,"x,1,3,3,3,x",1;3;5,intermediate
Db,maj,"1,3,4,2,1,1",1;3;5,intermediate
Db,maj,"x,1,3,3,3,1",1;3;5,intermediate
Db,maj,"x,x,x,1,3,2",1;3;5,beginner
Db,maj,"x,3,1,1,1,x",1;3;5,intermediate
Db,maj,"x,x,3,1,2,4",1;3;5,intermediate
Db,maj,"x,x,x,3,4,1",1;3;5,beginner
Db,maj,"x,x,3,3,3,x",1;3;5,beginner
Db,maj,"x,4,3,1,2,x",1;3;5,intermediate
Db,maj,"2,x,1,4,x,x",1;3;5,beginner
Db,maj,"x,x,x,2,1,1",1;3;5,beginner
Db,11,"x,1,1,1,1,1",1;3;5;b7;9;11,advanced
Db,11,"4,x,3,2,1,1",1;3;5;b7;9;11,advanced
Db,11,"x,x,1,1,2,1",1;3;5;b7;9;11,advanced
Db,maj9,"x,2,1,4,3,x",1;3;5;7;9,advanced
Db,maj9,"2,1,3,1,x,x",1;3;5;7;9,advanced
Db,maj9,"x,x,4,1,2,1",1;3;5;7;9,advanced
Db,maj9,"x,1,x,3,2,2",1;3;5;7;9,advanced
Db,m,"x,1,3,4,2,1",1;b3;5,intermediate
Db,m,"1,3,4,1,1,1",1;b3;5,intermediate
Db,m,"x,x,1,3,4,2",1;b3;5,intermediate
Db,m,"x,x,x,1,1,1",1;b3;5,beginner
Db,7b5,"x,1,2,1,3,x",1;3;b5;b7,advanced
Db,7b5,"x,x,2,4,1,3",1;3;b5;b7,advanced
Db,7b5,"1,3,2,4,x,x",1;3;b5;b7,advanced
Db,m7,"x,3,1,4,1,x",1;b3;5;b7,advanced
Db,m7,"x,1,3,1,2,1",1;b3;5;b7,advanced
Db,m7,"1,3,1,1,4,1",1;b3;5;b7,advanced
Db,m7,"x,1,x,2,3,x",1;b3;5;b7,intermediate
Db,dim,"x,1,2,4,3,x",1;b3;b5,intermediate
Db,dim,"x,x,4,3,1,2",1;b3;b5,intermediate
Db,dim,"1,2,3,1,x,x",1;b3;b5,intermediate
Db,6,"x,4,2,3,1,x",1;3;5;6,intermediate
Db,6,"x,1,3,3,3,3",1;3;5;6,intermediate
Db,6,"1,x,3,2,4,1",1;3;5;6,intermediate
Db,6,"x,2,4,1,x,x",1;3;5;6,beginner
Db,6,"x,x,3,2,4,1",1;3;5;6,intermediate
Db,6,"x,x,3,2,4,x",1;3;5;6,beginner
Db,6,"x,x,x,3,3,3",1;3;5;6,beginner
Db,7(#5),"x,1,2,1,1,x",1;3;#5;b7,advanced
Db,7(#5),"x,1,4,1,3,2",1;3;#5;b7,advanced
Db,7(#5),"1,x,1,2,3,1",1;3;#5;b7,advanced
Db,7sus4,"x,2,3,4,1,x",1;4;5;b7,advanced
Db,7sus4,"x,1,3,1,4,1",1;4;5;b7,advanced
Db,7sus4,"1,3,1,4,1,1",1;4;5;b7,advanced
Db,7sus4,"x,2,2,3,x,x",1;4;5;b7,intermediate
Db,maj7,"x,4,3,1,1,1",1;3;5;7,advanced
Db,maj7,"x,1,3,2,4,1",1;3;5;7,advanced
Db,maj7,"x,x,4,3,2,1",1;3;5;7,advanced
Db,maj7,"1,x,3,4,2,x",1;3;5;7,advanced
Db,maj7,"x,1,3,2,4,x",1;3;5;7,advanced
Db,maj7,"x,2,x,3,4,x",1;3;5;7,intermediate
Db,5,"x,1,3,4,x,x",1;5,beginner
Db,5,"x,1,4,x,x,x",1;5,beginner
Db,7(#11),"2,x,3,4,1,x",1;3;5;b7;#11,advanced
Db,7(#11),"x,1,3,2,4,x",1;3;5;b7;#11,advanced
Db,m6,"x,3,1,2,1,x",1;b3;5;6,advanced
Db,m6,"x,1,x,3,2,4",1;b3;5;6,advanced
Db,m6,"1,x,3,1,4,1",1;b3;5;6,advanced
Db,7(b9),"x,2,1,3,1,x",1;3;5;b7;b9,advanced
Db,7(b9),"3,2,4,1,x,x",1;3;5;b7;b9,advanced
Db,7(b9),"1,x,1,2,1,3",1;3;5;b7;b9,advanced
Db,m9,"x,2,1,3,4,x",1;b3;5;b7;9,advanced
Db,m9,"3,1,4,2,x,x",1;b3;5;b7;9,advanced
Db,m9,"1,3,1,1,1,4",1;b3;5;b7;9,advanced
Db,m9,"x,1,x,1,1,x",1;b3;5;b7;9,advanced
Db,sus4,"x,1,2,3,4,1",1;4;5,intermediate
Db,sus4,"x,x,1,1,2,4",1;4;5,intermediate
Db,sus4,"1,1,3,4,1,1",1;4;5,intermediate
Db,6-Sep,"x,2,1,1,3,4",1;3;5;6;9,advanced
Db,6-Sep,"2,1,1,1,3,4",1;3;5;6;9,advanced
Db,6-Sep,"x,x,2,1,3,4",1;3;5;6;9,advanced
Eb,9(#5),"x,1,2,1,4,x",1;3;#5;b7;9,advanced
Eb,13,"x,2,1,3,3,4",1;3;5;b7;9;11;13,advanced
Eb,13,"3,x,4,2,1,1",1;3;5;b7;9;11;13,advanced
Eb,13,"1,x,1,2,3,4",1;3;5;b7;9;11;13,advanced
Eb,7(#9),"x,x,1,0,3,4",1;3;5;b7;#9,advanced
Eb,7(#9),"x,2,1,3,4,x",1;3;5;b7;#9,advanced
Eb,7(#9),"1,3,1,2,1,4",1;3;5;b7;#9,advanced
Eb,+(#11),"x,2,x,0,0,1",1;3;#5;#11,advanced
Eb,+(#11),"x,1,x,0,0,4",1;3;#5;#11,advanced
Eb,9,"x,2,1,3,4,x",1;3;5;b7;9,advanced
Eb,9,"x,1,3,2,4,x",1;3;5;b7;9,advanced
Eb,9,"x,x,2,1,3,4",1;3;5;b7;9,advanced
Eb,9,"x,2,1,3,3,3",1;3;5;b7;9,advanced
Eb,9,"2,x,1,3,3,3",1;3;5;b7;9,advanced
Eb,9,"2,x,1,3,4,x",1;3;5;b7;9,advanced
Eb,9,"x,x,3,2,1,4",1;3;5;b7;9,advanced
Eb,9,"x,1,3,2,4,4",1;3;5;b7;9,advanced
Eb,9,"x,1,3,1,1,x",1;3;5;b7;9,advanced
Eb,9b5,"x,x,1,2,3,1",1;3;b5;b7;9,advanced
Eb,9b5,"1,2,1,3,4,1",1;3;b5;b7;9,advanced
Eb,9b5,"2,1,3,1,1,4",1;3;b5;b7;9,advanced
Eb,7,"x,3,2,4,1,x",1;3;5;b7,intermediate
Eb,7,"x,1,3,1,4,1",1;3;5;b7,intermediate
Eb,7,"1,3,1,2,4,1",1;3;5;b7,intermediate
Eb,7,"x,x,x,2,1,3",1;3;5;b7,beginner
Eb,7,"x,2,1,3,x,x",1;3;5;b7,beginner
Eb,7,"x,x,x,1,4,1",1;3;5;b7,beginner
Eb,7,"x,x,2,3,1,x",1;3;5;b7,beginner
Eb,7,"x,x,x,3,2,1",1;3;5;b7,beginner
Eb,7,"3,x,2,4,1,x",1;3;5;b7,intermediate
Eb,7,"3,x,2,4,x,x",1;3;5;b7,beginner
Eb,7,"x,x,1,3,2,4",1;3;5;b7,intermediate
Eb,7,"x,1,3,1,4,x",1;3;5;b7,intermediate
Eb,dim7,"2,4,1,3,x,x",1;b3;b5;bb7,advanced
Eb,dim7,"x,2,3,1,4,x",1;b3;b5;bb7,advanced
Eb,dim7,"x,x,1,3,2,4",1;b3;b5;bb7,advanced
Eb,dim7,"x,2,3,1,4,x",1;b3;b5;bb7,advanced
Eb,dim7,"2,x,1,3,1,x",1;b3;b5;bb7,advanced
Eb,dim7,"x,x,1,3,2,4",1;b3;b5;bb7,advanced
Eb,dim7,"x,2,3,1,4,1",1;b3;b5;bb7,advanced
Eb,dim7,"x,x,1,3,2,4",1;b3;b5;bb7,advanced
Eb,aug,"x,3,2,0,0,x",1;3;#5,advanced
Eb,aug,"4,3,2,0,x,x",1;3;#5,advanced
Eb,aug,"x,x,4,2,3,1",1;3;#5,advanced
Eb,maj,"x,4,3,1,2,1",1;3;5,intermediate
Eb,maj,"x,1,3,3,3,x",1;3;5,intermediate
Eb,maj,"1,3,4,2,1,1",1;3;5,intermediate
Eb,maj,"x,1,x,0,4,x",1;3;5,beginner
Eb,maj,"x,x,x,3,4,1",1;3;5,beginner
Eb,maj,"x,3,1,1,1,x",1;3;5,intermediate
Eb,maj,"1,x,3,3,3,x",1;3;5,intermediate
Eb,maj,"x,1,1,3,4,x",1;3;5,intermediate
Eb,maj,"x,x,3,1,2,x",1;3;5,beginner
Eb,maj,"x,x,1,1,1,x",1;3;5,beginner
Eb,maj,"x,1,2,3,4,1",1;3;5,intermediate
Eb,maj,"1,1,3,3,3,x",1;3;5,intermediate
Eb,maj,"x,x,1,4,x,x",1;3;5,beginner
Eb,maj,"x,x,x,2,1,1",1;3;5,beginner
Eb,maj,"x,4,3,1,2,x",1;3;5,intermediate
Eb,11,"x,x,1,1,2,1",1;3;5;b7;9;11,advanced
Eb,11,"x,1,1,1,1,1",1;3;5;b7;9;11,advanced
Eb,11,"4,x,3,2,1,1",1;3;5;b7;9;11,advanced
Eb,maj9,"x,x,1,0,4,2",1;3;5;7;9,advanced
Eb,maj9,"x,2,1,4,3,x",1;3;5;7;9,advanced
Eb,maj9,"x,x,4,1,2,1",1;3;5;7;9,advanced
Eb,maj9,"x,x,1,3,4,1",1;3;5;7;9,advanced
Eb,sus2,"x,1,3,4,1,1",1;2;5,intermediate
Eb,sus2,"x,1,3,4,1,x",1;2;5,intermediate
Eb,m11,"x,x,3,1,4,x",1;b3;5;b7;9;11,advanced
Eb,m11,"x,2,x,3,4,1",1;b3;5;b7;9;11,advanced
Eb,m,"x,x,3,2,4,1",1;b3;5,intermediate
Eb,m,"x,1,3,4,2,1",1;b3;5,intermediate
Eb,m,"1,3,4,1,1,1",1;b3;5,intermediate
Eb,m,"x,x,2,1,3,x",1;b3;5,beginner
Eb,m,"x,1,3,4,2,x",1;b3;5,intermediate
Eb,7b5,"x,x,1,2,3,4",1;3;b5;b7,advanced
Eb,7b5,"x,1,2,1,3,x",1;3;b5;b7,advanced
Eb,7b5,"x,x,2,4,1,3",1;3;b5;b7,advanced
Eb,m7,"x,3,1,4,1,x",1;b3;5;b7,advanced
Eb,m7,"x,1,3,1,2,1",1;b3;5;b7,advanced
Eb,m7,"1,3,1,1,4,1",1;b3;5;b7,advanced
Eb,m7,"x,2,1,3,4,x",1;b3;5;b7,advanced
Eb,m7,"x,1,x,2,3,x",1;b3;5;b7,intermediate
Eb,m7,"x,2,1,3,x,x",1;b3;5;b7,intermediate
Eb,m7,"x,x,3,1,2,x",1;b3;5;b7,intermediate
Eb,m7,"2,x,3,3,3,x",1;b3;5;b7,advanced
Eb,m7,"x,1,1,4,1,x",1;b3;5;b7,advanced
Eb,m7,"3,x,1,4,1,x",1;b3;5;b7,advanced
Eb,m7,"x,1,3,1,2,x",1;b3;5;b7,advanced
Eb,dim,"x,x,1,2,4,3",1;b3;b5,intermediate
Eb,dim,"x,1,2,3,4,x",1;b3;b5,intermediate
Eb,dim,"x,x,4,3,1,2",1;b3;b5,intermediate
Eb,dim,"x,x,3,1,4,x",1;b3;b5,beginner
Eb,6,"x,4,2,3,1,x",1;3;5;6,intermediate
Eb,6,"x,1,3,3,3,3",1;3;5;6,intermediate
Eb,6,"1,x,3,2,4,1",1;3;5;6,intermediate
Eb,6,"x,x,x,1,1,1",1;3;5;6,beginner
Eb,6,"x,x,3,2,4,1",1;3;5;6,intermediate
Eb,6,"x,x,3,2,4,x",1;3;5;6,beginner
Eb,7(#5),"x,1,2,1,1,x",1;3;#5;b7,advanced
Eb,7(#5),"x,1,4,1,3,2",1;3;#5;b7,advanced
Eb,7(#5),"1,x,1,2,3,1",1;3;#5;b7,advanced
Eb,7sus4,"x,2,3,4,1,x",1;4;5;b7,advanced
Eb,7sus4,"x,1,3,1,4,1",1;4;5;b7,advanced
Eb,7sus4,"1,3,1,4,1,1",1;4;5;b7,advanced
Eb,7sus4,"x,2,2,3,x,x",1;4;5;b7,intermediate
Eb,maj7,"x,4,3,1,1,1",1;3;5;7,advanced
Eb,maj7,"x,1,3,2,4,1",1;3;5;7,advanced
Eb,maj7,"x,x,4,3,2,1",1;3;5;7,advanced
Eb,7(#11),"x,1,3,1,x,x",1;3;5;b7;#11,advanced
Eb,m6,"x,3,1,2,1,x",1;b3;5;6,advanced
Eb,m6,"x,1,x,3,2,4",1;b3;5;6,advanced
Eb,m6,"1,x,3,1,4,1",1;b3;5;6,advanced
Eb,7(b9),"x,x,1,0,3,0",1;3;5;b7;b9,advanced
Eb,7(b9),"x,2,1,3,1,x",1;3;5;b7;b9,advanced
Eb,7(b9),"1,x,1,2,1,3",1;3;5;b7;b9,advanced
Eb,7(b9),"x,x,1,3,2,4",1;3;5;b7;b9,advanced
Eb,7(b9),"x,2,3,1,4,x",1;3;5;b7;b9,advanced
Eb,m9,"x,2,1,3,4,x",1;b3;5;b7;9,advanced
Eb,m9,"3,1,4,2,x,x",1;b3;5;b7;9,advanced
Eb,m9,"1,3,1,1,1,4",1;b3;5;b7;9,advanced
Eb,sus4,"x,3,4,1,2,x",1;4;5,intermediate
Eb,sus4,"x,1,2,3,4,1",1;4;5,intermediate
Eb,sus4,"1,1,3,4,1,1",1;4;5,intermediate
Eb,6-Sep,"x,x,1,0,2,3",1;3;5;6;9,advanced
Eb,6-Sep,"x,2,1,1,3,4",1;3;5;6;9,advanced
Eb,6-Sep,"2,1,1,1,3,4",1;3;5;6;9,advanced
Eb,6-Sep,"x,x,1,3,1,1",1;3;5;6;9,advanced
Eb,6-Sep,"x,2,x,1,3,x",1;3;5;6;9,advanced
Gb,13,"1,x,1,2,3,4",1;3;5;b7;9;11;13,advanced
Gb,13,"x,2,1,3,3,4",1;3;5;b7;9;11;13,advanced
Gb,13,"x,1,3,1,1,4",1;3;5;b7;9;11;13,advanced
Gb,13,"1,x,2,3,4,x",1;3;5;b7;9;11;13,advanced
Gb,13,"x,x,1,3,3,4",1;3;5;b7;9;11;13,advanced
Gb,7(#9),"2,1,3,3,3,3",1;3;5;b7;#9,advanced
Gb,7(#9),"1,3,1,2,1,4",1;3;5;b7;#9,advanced
Gb,7(#9),"x,2,1,3,4,x",1;3;5;b7;#9,advanced
Gb,7(#9),"1,3,1,2,4,4",1;3;5;b7;#9,advanced
Gb,9,"x,x,2,1,3,4",1;3;5;b7;9,advanced
Gb,9,"x,x,1,3,2,1",1;3;5;b7;9,advanced
Gb,9,"x,2,1,3,4,x",1;3;5;b7;9,advanced
Gb,9,"2,x,1,3,4,x",1;3;5;b7;9,advanced
Gb,9,"x,x,1,3,3,3",1;3;5;b7;9,advanced
Gb,9,"x,2,1,3,3,3",1;3;5;b7;9,advanced
Gb,9b5,"2,1,3,1,1,4",1;3;b5;b7;9,advanced
Gb,9b5,"x,x,1,2,3,1",1;3;b5;b7;9,advanced
Gb,9b5,"1,2,1,3,4,1",1;3;b5;b7;9,advanced
Gb,maj13,"1,x,2,3,4,x",1;3;5;7;9;11;13,advanced
Gb,7,"1,3,1,2,4,1",1;3;5;b7,intermediate
Gb,7,"x,3,2,4,1,x",1;3;5;b7,intermediate
Gb,7,"x,1,3,1,4,1",1;3;5;b7,intermediate
Gb,7,"x,x,x,2,1,3",1;3;5;b7,beginner
Gb,7,"1,x,2,3,x,x",1;3;5;b7,beginner
Gb,7,"x,2,1,3,x,x",1;3;5;b7,beginner
Gb,7,"x,x,1,3,2,4",1;3;5;b7,intermediate
Gb,7,"x,3,x,2,1,x",1;3;5;b7,beginner
Gb,dim7,"2,4,1,3,x,x",1;b3;b5;bb7,advanced
Gb,dim7,"x,2,3,1,4,x",1;b3;b5;bb7,advanced
Gb,dim7,"x,x,1,3,2,4",1;b3;b5;bb7,advanced
Gb,dim7,"2,x,1,3,1,x",1;b3;b5;bb7,advanced
Gb,aug,"x,3,2,1,1,x",1;3;#5,advanced
Gb,aug,"4,3,2,1,x,x",1;3;#5,advanced
Gb,aug,"x,x,4,2,3,1",1;3;#5,advanced
Gb,maj,"1,3,4,2,1,1",1;3;5,intermediate
Gb,maj,"x,4,3,1,2,1",1;3;5,intermediate
Gb,maj,"x,1,3,3,3,x",1;3;5,intermediate
Gb,maj,"3,1,1,x,x,x",1;3;5,beginner
Gb,maj,"x,3,x,2,1,x",1;3;5,beginner
Gb,11,"2,x,3,1,0,0",1;3;5;b7;9;11,advanced
Gb,11,"x,x,1,1,2,1",1;3;5;b7;9;11,advanced
Gb,11,"x,1,1,1,1,1",1;3;5;b7;9;11,advanced
Gb,maj9,"x,x,4,1,2,1",1;3;5;7;9,advanced
Gb,maj9,"x,4,1,1,1,1",1;3;5;7;9,advanced
Gb,maj9,"x,2,1,4,3,x",1;3;5;7;9,advanced
Gb,m,"1,3,4,1,1,1",1;b3;5,intermediate
Gb,m,"x,x,1,3,4,2",1;b3;5,intermediate
Gb,m,"x,1,3,4,2,1",1;b3;5,intermediate
Gb,m,"1,x,x,1,1,x",1;b3;5,beginner
Gb,7b5,"1,3,2,4,x,x",1;3;b5;b7,advanced
Gb,7b5,"x,x,1,2,3,4",1;3;b5;b7,advanced
Gb,7b5,"x,1,2,1,3,x",1;3;b5;b7,advanced
Gb,m7,"1,3,1,1,4,1",1;b3;5;b7,advanced
Gb,m7,"x,x,1,4,2,3",1;b3;5;b7,advanced
Gb,m7,"x,1,3,1,2,1",1;b3;5;b7,advanced
Gb,m7,"2,x,3,3,3,x",1;b3;5;b7,advanced
Gb,m7,"x,1,x,2,4,3",1;b3;5;b7,advanced
Gb,m7,"1,x,x,x,2,0",1;b3;5;b7,intermediate
Gb,dim,"1,2,3,1,x,x",1;b3;b5,intermediate
Gb,dim,"x,x,1,2,4,3",1;b3;b5,intermediate
Gb,dim,"x,1,2,3,4,x",1;b3;b5,intermediate
Gb,6,"1,x,3,2,4,1",1;3;5;6,intermediate
Gb,6,"x,4,2,3,1,x",1;3;5;6,intermediate
Gb,6,"x,1,3,3,3,3",1;3;5;6,intermediate
Gb,7(#5),"1,x,1,2,3,1",1;3;#5;b7,advanced
Gb,7(#5),"x,1,2,1,1,x",1;3;#5;b7,advanced
Gb,7(#5),"x,1,4,1,3,2",1;3;#5;b7,advanced
Gb,7sus4,"1,3,1,4,1,1",1;4;5;b7,advanced
Gb,7sus4,"x,2,3,4,1,x",1;4;5;b7,advanced
Gb,7sus4,"x,1,3,1,4,1",1;4;5;b7,advanced
Gb,maj7,"1,4,2,3,1,x",1;3;5;7,advanced
Gb,maj7,"x,4,3,1,1,1",1;3;5;7,advanced
Gb,maj7,"x,1,3,2,4,1",1;3;5;7,advanced
Gb,maj7,"2,4,1,x,x,x",1;3;5;7,intermediate
Gb,maj7,"1,x,3,4,2,x",1;3;5;7,advanced
Gb,5,"1,3,4,x,x,x",1;5,beginner
Gb,7(#11),"2,x,3,4,1,x",1;3;5;b7;#11,advanced
Gb,m6,"1,x,3,1,4,1",1;b3;5;6,advanced
Gb,m6,"x,3,1,2,1,x",1;b3;5;6,advanced
Gb,m6,"x,1,x,3,2,4",1;b3;5;6,advanced
Gb,7(b9),"1,x,1,2,1,3",1;3;5;b7;b9,advanced
Gb,7(b9),"x,x,2,1,3,1",1;3;5;b7;b9,advanced
Gb,7(b9),"x,2,1,3,1,x",1;3;5;b7;b9,advanced
Gb,m9,"1,3,1,1,1,4",1;b3;5;b7;9,advanced
Gb,m9,"x,x,2,1,4,3",1;b3;5;b7;9,advanced
Gb,m9,"x,2,1,3,4,x",1;b3;5;b7;9,advanced
Gb,sus4,"1,1,3,4,1,1",1;4;5,intermediate
Gb,sus4,"x,3,4,1,2,x",1;4;5,intermediate
Gb,sus4,"x,1,2,3,4,1",1;4;5,intermediate
Gb,6-Sep,"2,1,1,1,3,4",1;3;5;6;9,advanced
Gb,6-Sep,"x,x,2,1,3,4",1;3;5;6;9,advanced
Gb,6-Sep,"x,2,1,1,3,4",1;3;5;6;9,advanced
A,13,"x,0,4,3,1,1",1;3;5;b7;9;11;13,advanced
A,13,"1,x,1,2,3,4",1;3;5;b7;9;11;13,advanced
A,13,"x,0,1,2,3,4",1;3;5;b7;9;11;13,advanced
A,13,"x,0,1,2,3,1",1;3;5;b7;9;11;13,advanced
A,13,"1,3,1,2,4,1",1;3;5;b7;9;11;13,advanced
A,13,"1,x,2,3,4,x",1;3;5;b7;9;11;13,advanced
A,13,"1,x,3,2,4,x",1;3;5;b7;9;11;13,advanced
A,13,"x,1,3,4,2,x",1;3;5;b7;9;11;13,advanced
A,13,"x,2,1,3,3,4",1;3;5;b7;9;11;13,advanced
A,13,"x,x,2,1,3,3",1;3;5;b7;9;11;13,advanced
A,13,"x,x,1,2,3,1",1;3;5;b7;9;11;13,advanced
A,13,"x,x,1,2,3,3",1;3;5;b7;9;11;13,advanced
A,7(#9),"x,0,1,4,1,2",1;3;5;b7;#9,advanced
A,7(#9),"x,0,1,2,1,4",1;3;5;b7;#9,advanced
A,7(#9),"x,2,1,3,4,0",1;3;5;b7;#9,advanced
A,7(#9),"x,0,2,1,4,4",1;3;5;b7;#9,advanced
A,7(#9),"x,2,3,1,4,4",1;3;5;b7;#9,advanced
A,7(#9),"x,2,1,3,4,x",1;3;5;b7;#9,advanced
A,7(#9),"x,x,2,1,3,4",1;3;5;b7;#9,advanced
A,7(#9),"1,3,1,2,4,4",1;3;5;b7;#9,advanced
A,7(#9),"x,x,1,2,1,4",1;3;5;b7;#9,advanced
A,7(#9),"2,1,3,3,x,x",1;3;5;b7;#9,advanced
A,9,"x,0,1,3,1,2",1;3;5;b7;9,advanced
A,9,"x,0,2,1,3,4",1;3;5;b7;9,advanced
A,9,"x,0,1,2,1,3",1;3;5;b7;9,advanced
A,9b5,"x,0,1,0,0,x",1;3;b5;b7;9,advanced
A,9b5,"2,1,3,1,1,4",1;3;b5;b7;9,advanced
A,9b5,"x,0,1,2,3,1",1;3;b5;b7;9,advanced
A,maj13,"1,x,2,3,4,x",1;3;5;7;9;11;13,advanced
A,maj13,"x,0,4,1,3,0",1;3;5;7;9;11;13,advanced
A,7,"x,0,1,0,3,0",1;3;5;b7,intermediate
A,7,"1,3,1,2,4,1",1;3;5;b7,intermediate
A,7,"x,3,2,4,1,0",1;3;5;b7,intermediate
A,7,"1,3,1,2,1,1",1;3;5;b7,intermediate
A,7,"x,0,1,2,3,4",1;3;5;b7,intermediate
A,7,"x,0,2,0,3,4",1;3;5;b7,intermediate
A,7,"2,1,4,0,x,x",1;3;5;b7,intermediate
A,7,"x,3,2,0,1,0",1;3;5;b7,intermediate
A,7,"x,0,2,0,x,x",1;3;5;b7,beginner
A,7,"x,x,x,2,1,3",1;3;5;b7,beginner
A,7,"x,0,1,3,2,0",1;3;5;b7,intermediate
A,7,"x,2,1,3,x,x",1;3;5;b7,beginner
A,7,"x,0,x,x,1,3",1;3;5;b7,beginner
A,7,"1,x,2,3,x,x",1;3;5;b7,beginner
A,7,"x,0,x,0,2,x",1;3;5;b7,beginner
A,7,"x,0,3,0,2,1",1;3;5;b7,intermediate
A,7,"x,2,x,1,3,0",1;3;5;b7,intermediate
A,dim7,"2,4,1,3,x,x",1;b3;b5;bb7,advanced
A,dim7,"x,2,3,1,4,x",1;b3;b5;bb7,advanced
A,dim7,"x,x,1,3,2,4",1;b3;b5;bb7,advanced
A,dim7,"x,x,1,3,2,4",1;b3;b5;bb7,advanced
A,dim7,"x,0,1,3,2,4",1;b3;b5;bb7,advanced
A,dim7,"x,x,1,3,2,4",1;b3;b5;bb7,advanced
A,dim7,"x,0,1,3,x,x",1;b3;b5;bb7,intermediate
A,dim7,"x,x,1,3,2,4",1;b3;b5;bb7,advanced
A,dim7,"2,x,1,3,1,x",1;b3;b5;bb7,advanced
A,dim7,"x,x,x,2,1,3",1;b3;b5;bb7,intermediate
A,dim7,"x,0,x,2,1,3",1;b3;b5;bb7,advanced
